"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"RUHN","Ruhnn Holding Limited","3.22","$271.1M","2019","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/ruhn",
"RMBL","RumbleOn, Inc.","9.5","$21.02M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/rmbl",
"RUSHA","Rush Enterprises, Inc.","41.24","$1.48B","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/rusha",
"RUSHB","Rush Enterprises, Inc.","34.9","$1.26B","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/rushb",
"RUTH","Ruth&#39;s Hospitality Group, Inc.","9.76","$269.67M","2005","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/ruth",
"RYAAY","Ryanair Holdings plc","70.32","$15.32B","1997","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/ryaay",
"STBA","S&T Bancorp, Inc.","23.7","$930.05M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/stba",
"SANW","S&W Seed Company","2.31","$77.19M","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/sanw",
"SBRA","Sabra Health Care REIT, Inc.","15.67","$3.22B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/sbra",
"SABR","Sabre Corporation","9.17","$2.53B","2014","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/sabr",
"SFET","Safe-T Group Ltd.","1.7","$5.46M","2018","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/sfet",
"SAFT","Safety Insurance Group, Inc.","75.95","$1.16B","2002","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/saft",
"SGA","Saga Communications, Inc.","25.4","$152.3M","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/sga",
"SAGE","Sage Therapeutics, Inc.","38.23","$1.98B","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sage",
"SAIA","Saia, Inc.","113.13","$2.95B","n/a","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/saia",
"SLRX","Salarius Pharmaceuticals, Inc.","1.82","$24.84M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/slrx",
"SALM","Salem Media Group, Inc.","1.58","$42.16M","1999","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/salm",
"SAL","Salisbury Bancorp, Inc.","41.75","$118.08M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/sal",
"SAFM","Sanderson Farms, Inc.","124.83","$2.78B","1987","Consumer Non-Durables","Meat/Poultry/Fish","https://old.nasdaq.com/symbol/safm",
"SASR","Sandy Spring Bancorp, Inc.","26.52","$1.25B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/sasr",
"SGMO","Sangamo Therapeutics, Inc.","11.35","$1.6B","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/sgmo",
"SANM","Sanmina Corporation","26.34","$1.8B","1993","Technology","Electrical Products","https://old.nasdaq.com/symbol/sanm",
"SNY","Sanofi","51.08","$128.32B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sny",
"SPNS","Sapiens International Corporation N.V.","28.71","$1.44B","1992","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/spns",
"SRPT","Sarepta Therapeutics, Inc.","160.22","$12.5B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/srpt",
"STSA","Satsuma Pharmaceuticals, Inc.","28.6","$497.34M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/stsa",
"SVRA","Savara, Inc.","2.74","$142.99M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/svra",
"SBFG","SB Financial Group, Inc.","17.2","$132.42M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/sbfg",
"SBBX","SB One Bancorp","18.39","$173.46M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/sbbx",
"SBAC","SBA Communications Corporation","302.04","$33.72B","1999","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/sbac",
"SCSC","ScanSource, Inc.","24.76","$627.56M","n/a","Technology","Retail: Computer Software & Peripheral Equipment","https://old.nasdaq.com/symbol/scsc",
"SMIT","Schmitt Industries, Inc.","3.49","$13.18M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/smit",
"SCHN","Schnitzer Steel Industries, Inc.","17.91","$485.35M","1993","Consumer Durables","Industrial Specialties","https://old.nasdaq.com/symbol/schn",
"SRRK","Scholar Rock Holding Corporation","17.65","$527.27M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/srrk",
"SCHL","Scholastic Corporation","31.14","$1.07B","1992","Consumer Services","Books","https://old.nasdaq.com/symbol/schl",
"SDGR","Schrodinger, Inc.","67.41","$4.27B","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sdgr",
"SAMA","Schultze Special Purpose Acquisition Corp.","10.32","$167.7M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/sama",
"SAMAU","Schultze Special Purpose Acquisition Corp.","11.9","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/samau",
"SAMAW","Schultze Special Purpose Acquisition Corp.","1.2998","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/samaw",
"SJ","Scienjoy Holding Corporation","6.1","$141.83M","2019","Technology","EDP Services","https://old.nasdaq.com/symbol/sj",
"SGMS","Scientific Games Corp","15.77","$1.49B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/sgms",
"SCPL","SciPlay Corporation","13.9","$1.76B","2019","Technology","EDP Services","https://old.nasdaq.com/symbol/scpl",
"SCPH","scPharmaceuticals Inc.","7.45","$199.59M","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/scph",
"WORX","SCWorx Corp.","5.755","$54.01M","2016","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/worx",
"SCYX","SCYNEXIS, Inc.","0.8173","$80.76M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/scyx",
"SEAC","SeaChange International, Inc.","1.75","$65.67M","1996","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/seac",
"SBCF","Seacoast Banking Corporation of Florida","21.87","$1.15B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/sbcf",
"STX","Seagate Technology PLC","51.68","$13.26B","2002","Technology","Electronic Components","https://old.nasdaq.com/symbol/stx",
"SHIP","Seanergy Maritime Holdings Corp","0.1795","$47.09M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/ship",
"SHIPW","Seanergy Maritime Holdings Corp","0.0551","n/a","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/shipw",
"SHIPZ","Seanergy Maritime Holdings Corp","0.0417","n/a","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/shipz",
"SPNE","SeaSpine Holdings Corporation","11.45","$311.94M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/spne",
"SGEN","Seattle Genetics, Inc.","156.88","$27.16B","2001","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/sgen",
"EYES","Second Sight Medical Products, Inc.","1.145","$26.52M","2014","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/eyes",
"EYESW","Second Sight Medical Products, Inc.","0.15","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/eyesw",
"SECO","Secoo Holding Limited","3.32","$200.69M","2017","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/seco",
"SCWX","SecureWorks Corp.","11.98","$984.04M","2016","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/scwx",
"SNFCA","Security National Financial Corporation","7.2","$134.15M","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/snfca",
"SEEL","Seelos Therapeutics, Inc.","1.35","$60.68M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/seel",
"SEIC","SEI Investments Company","57.02","$8.44B","1981","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/seic",
"SLCT","Select Bancorp, Inc.","8.29","$149.68M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/slct",
"SIC","Select Interior Concepts, Inc.","4.2","$106.36M","n/a","Basic Industries","Homebuilding","https://old.nasdaq.com/symbol/sic",
"SELB","Selecta Biosciences, Inc.","2.65","$231.85M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/selb",
"SIGI","Selective Insurance Group, Inc.","52.53","$3.14B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/sigi",
"SLS","SELLAS Life Sciences Group, Inc. ","3.08","$20.69M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sls",
"LEDS","SemiLEDS Corporation","2.87","$11.5M","2010","Technology","Semiconductors","https://old.nasdaq.com/symbol/leds",
"SMTC","Semtech Corporation","52.57","$3.42B","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/smtc",
"SNCA","Seneca Biopharma, Inc.","0.8542","$14.78M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/snca",
"SENEA","Seneca Foods Corp.","32.31","$295.77M","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/senea",
"SENEB","Seneca Foods Corp.","33.7612","$309.06M","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/seneb",
"SNES","SenesTech, Inc.","1.88","$6.38M","2016","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/snes",
"AIHS","Senmiao Technology Limited","0.7193","$20.74M","2018","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/aihs",
"SRTS","Sensus Healthcare, Inc.","3.13","$51.69M","2016","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/srts",
"SQBG","Sequential Brands Group, Inc.","0.294","$19.38M","n/a","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/sqbg",
"MCRB","Seres Therapeutics, Inc.","4.7","$341.22M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mcrb",
"SVC","Service Properties Trust","9.885","$1.63B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/svc",
"SREV","ServiceSource International, Inc.","1.56","$148.41M","2011","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/srev",
"SFBS","ServisFirst Bancshares, Inc.","36.14","$1.95B","2014","Finance","Major Banks","https://old.nasdaq.com/symbol/sfbs",
"SESN","Sesen Bio, Inc.","0.743","$82.04M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sesn",
"SVBI","Severn Bancorp Inc","5.95","$76.24M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/svbi",
"SGBX","SG Blocks, Inc.","2.89","$24.6M","2017","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/sgbx",
"SGOC","SGOCO Group, Ltd","1.079","$86.35M","2010","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/sgoc",
"SMED","Sharps Compliance Corp.","7.6","$124.3M","n/a","Basic Industries","Environmental Services","https://old.nasdaq.com/symbol/smed",
"SHSP","SharpSpring, Inc.","8.85","$102.01M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/shsp",
"SHEN","Shenandoah Telecommunications Co","51.9","$2.59B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/shen",
"PIXY","ShiftPixy, Inc.","5.11","$81.35M","2017","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/pixy",
"SHLO","Shiloh Industries, Inc.","1.21","$29.29M","1993","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/shlo",
"SCCI","Shimmick Construction Company, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/scci",
"TYHT","Shineco, Inc.","0.591","$16.15M","2016","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/tyht",
"SWAV","ShockWave Medical, Inc.","46.1","$1.47B","2019","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/swav",
"SCVL","Shoe Carnival, Inc.","28.29","$398.55M","1993","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/scvl",
"SHBI","Shore Bancshares Inc","10.57","$132.38M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/shbi",
"SSTI","ShotSpotter, Inc.","24.76","$282.25M","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ssti",
"SIBN","SI-BONE, Inc.","17.31","$492.07M","2018","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/sibn",
"SIEB","Siebert Financial Corp.","6.37","$195.26M","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/sieb",
"SIEN","Sientra, Inc.","4.08","$204.14M","2014","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/sien",
"BSRR","Sierra Bancorp","18.8","$285.57M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bsrr",
"SRRA","Sierra Oncology, Inc.","14.63","$152.09M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/srra",
"SWIR","Sierra Wireless, Inc.","9.65","$350.67M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/swir",
"SIFY","Sify Technologies Limited","0.8655","$155.05M","n/a","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/sify",
"SIGA","SIGA Technologies Inc.","5.88","$476.56M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/siga",
"SGLB","Sigma Labs, Inc.","2.72","$8.39M","n/a","Consumer Durables","Miscellaneous manufacturing industries","https://old.nasdaq.com/symbol/sglb",
"SGLBW","Sigma Labs, Inc.","0.3289","n/a","n/a","Consumer Durables","Miscellaneous manufacturing industries","https://old.nasdaq.com/symbol/sglbw",
"SGMA","SigmaTron International, Inc.","3.18","$13.49M","1994","Technology","Electrical Products","https://old.nasdaq.com/symbol/sgma",
"SBNY","Signature Bank","110.34","$5.91B","2004","Finance","Major Banks","https://old.nasdaq.com/symbol/sbny",
"SLGN","Silgan Holdings Inc.","31.65","$3.51B","1997","Consumer Durables","Containers/Packaging","https://old.nasdaq.com/symbol/slgn",
"SILC","Silicom Ltd","34.82","$249.86M","n/a","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/silc",
"SLAB","Silicon Laboratories, Inc.","98.65","$4.31B","2000","Technology","Semiconductors","https://old.nasdaq.com/symbol/slab",
"SIMO","Silicon Motion Technology Corporation","45.05","$1.58B","2005","Technology","Semiconductors","https://old.nasdaq.com/symbol/simo",
"SILK","Silk Road Medical, Inc.","40.25","$1.35B","2019","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/silk",
"SSPK","Silver Spike Acquisition Corp.","10.04","$313.75M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/sspk",
"SSPKU","Silver Spike Acquisition Corp.","10.05","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/sspku",
"SSPKW","Silver Spike Acquisition Corp.","0.3993","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/sspkw",
"SAMG","Silvercrest Asset Management Group Inc.","13.25","$190.28M","2013","Finance","Investment Managers","https://old.nasdaq.com/symbol/samg",
"SSNT","SilverSun Technologies, Inc.","2.29","$10.31M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/ssnt",
"SFNC","Simmons First National Corporation","16.87","$1.84B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/sfnc",
"SLP","Simulations Plus, Inc.","52.58","$934.24M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/slp",
"SINA","Sina Corporation","35.14","$2.3B","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/sina",
"SBGI","Sinclair Broadcast Group, Inc.","19.71","$1.58B","1995","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/sbgi",
"SINO","Sino-Global Shipping America, Ltd.","0.555","$10.12M","n/a","Transportation","Oil Refining/Marketing","https://old.nasdaq.com/symbol/sino",
"SVA","Sinovac Biotech, Ltd.","6.47","$639.9M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sva",
"SINT","SiNtx Technologies, Inc.","0.7887","$9.3M","2014","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/sint",
"SG","Sirius International Insurance Group, Ltd.","7.03","$810.55M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/sg",
"SIRI","Sirius XM Holdings Inc.","6.035","$26.43B","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/siri",
"SRVA","SIRVA, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/srva",
"SITM","SiTime Corporation","41.5","$625.02M","2019","Technology","Semiconductors","https://old.nasdaq.com/symbol/sitm",
"SKYS","Sky Solar Holdings, Ltd.","4","$83.91M","2014","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/skys",
"SKYW","SkyWest, Inc.","36.68","$1.84B","1986","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/skyw",
"SWKS","Skyworks Solutions, Inc.","128.39","$21.42B","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/swks",
"SNBR","Sleep Number Corporation","41.38","$1.14B","n/a","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/snbr",
"SLM","SLM Corporation","8.04","$3.02B","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/slm",
"SLMBP","SLM Corporation","35.5","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/slmbp",
"SGH","SMART Global Holdings, Inc.","27.15","$651.41M","2017","Technology","Semiconductors","https://old.nasdaq.com/symbol/sgh",
"SND","Smart Sand, Inc.","1.38","$58.07M","2016","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/snd",
"SMBK","SmartFinancial, Inc.","16.64","$253.21M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/smbk",
"SDC","SmileDirectClub, Inc.","8.09","$3.12B","2019","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/sdc",
"SWBI","Smith & Wesson Brands, Inc.","18.34","$1.01B","n/a","Capital Goods","Ordnance And Accessories","https://old.nasdaq.com/symbol/swbi",
"SMSI","Smith Micro Software, Inc.","4.61","$190.95M","1995","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/smsi",
"SMTX","SMTC Corporation","3.03","$85.49M","2000","Technology","Electrical Products","https://old.nasdaq.com/symbol/smtx",
"SCKT","Socket Mobile, Inc.","1.33","$7.99M","n/a","Technology","Computer Manufacturing","https://old.nasdaq.com/symbol/sckt",
"GIGE","SoFi Gig Economy ETF","23.2793","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gige",
"SAQN","Software Acquisition Group Inc.","9.9","$185.01M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/saqn",
"SAQNU","Software Acquisition Group Inc.","10.19","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/saqnu",
"SAQNW","Software Acquisition Group Inc.","0.65","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/saqnw",
"SOHU","Sohu.com Limited ","8.94","$351.06M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/sohu",
"SLRC","Solar Capital Ltd.","17.56","$742.1M","2010","n/a","n/a","https://old.nasdaq.com/symbol/slrc",
"SUNS","Solar Senior Capital Ltd.","13.86","$222.44M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/suns",
"SEDG","SolarEdge Technologies, Inc.","153.1","$7.6B","2015","Technology","Semiconductors","https://old.nasdaq.com/symbol/sedg",
"SLNO","Soleno Therapeutics, Inc.","2.09","$93.45M","2014","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/slno",
"SLGL","Sol-Gel Technologies Ltd.","8.02","$184.24M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/slgl",
"SLDB","Solid Biosciences Inc.","3.03","$139.59M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/sldb",
"SNGX","Soligenix, Inc.","1.89","$50.23M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sngx",
"SNGXW","Soligenix, Inc.","0.47","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sngxw",
"SOLY","Soliton, Inc.","13.36","$226.37M","2019","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/soly",
"SONM","Sonim Technologies, Inc.","0.97","$55.97M","2019","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/sonm",
"SONN","Sonnet BioTherapeutics Holdings, Inc.","4","$36.8M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sonn",
"SNOA","Sonoma Pharmaceuticals, Inc.","6.75","$12M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/snoa",
"SONO","Sonos, Inc.","13.04","$1.42B","2018","Consumer Non-Durables","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/sono",
"SRNE","Sorrento Therapeutics, Inc.","4.9","$1.03B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/srne",
"SOHO","Sotherly Hotels Inc.","3.52","$52.18M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/soho",
"SOHOB","Sotherly Hotels Inc.","12.05","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/sohob",
"SOHON","Sotherly Hotels Inc.","13","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/sohon",
"SOHOO","Sotherly Hotels Inc.","12.1","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/sohoo",
"SFBC","Sound Financial Bancorp, Inc.","24.1","$62.53M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/sfbc",
"SMMC","South Mountain Merger Corp.","9.99","$312.19M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/smmc",
"SMMCU","South Mountain Merger Corp.","10.48","$327.5M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/smmcu",
"SMMCW","South Mountain Merger Corp.","0.84","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/smmcw",
"SPFI","South Plains Financial, Inc.","14.3","$258.25M","2019","Finance","Major Banks","https://old.nasdaq.com/symbol/spfi",
"SSB","South State Corporation","53.2","$3.77B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ssb",
"SFST","Southern First Bancshares, Inc.","28.11","$216.94M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/sfst",
"SMBC","Southern Missouri Bancorp, Inc.","24.98","$228.02M","n/a","Finance","Banks","https://old.nasdaq.com/symbol/smbc",
"SONA","Southern National Bancorp of Virginia, Inc.","10.16","$246.86M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/sona",
"SBSI","Southside Bancshares, Inc.","28.8","$950.73M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/sbsi",
"SY","So-Young International Inc.","10.1","$1.07B","2019","Technology","EDP Services","https://old.nasdaq.com/symbol/sy",
"SP","SP Plus Corporation","22.53","$518.12M","n/a","Consumer Services","Rental/Leasing Companies","https://old.nasdaq.com/symbol/sp",
"SGRP","SPAR Group, Inc.","0.8399","$17.64M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/sgrp",
"SPKE","Spark Energy, Inc.","7.54","$266.23M","2014","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/spke",
"SPKEP","Spark Energy, Inc.","22.01","n/a","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/spkep",
"SPTN","SpartanNash Company","19.65","$701.13M","n/a","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/sptn",
"DWFI","SPDR Dorsey Wright Fixed Income Allocation ETF","23.11","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dwfi",
"SPPI","Spectrum Pharmaceuticals, Inc.","2.98","$347.08M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sppi",
"SPRO","Spero Therapeutics, Inc.","13.14","$270.62M","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/spro",
"ANY","Sphere 3D Corp.","2.52","$11.78M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/any",
"SPI","SPI Energy Co., Ltd.","0.9652","$14.1M","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/spi",
"SAVE","Spirit Airlines, Inc.","20.72","$1.84B","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/save",
"STXB","Spirit of Texas Bancshares, Inc.","13.28","$233.9M","2018","Finance","Major Banks","https://old.nasdaq.com/symbol/stxb",
"SPLK","Splunk Inc.","184.15","$29.26B","2012","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/splk",
"SPOK","Spok Holdings, Inc.","9.55","$181.5M","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/spok",
"SPWH","Sportsman&#39;s Warehouse Holdings, Inc.","12.86","$558.83M","2014","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/spwh",
"SBPH","Spring Bank Pharmaceuticals, Inc.","1.61","$27.52M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sbph",
"SWTX","SpringWorks Therapeutics, Inc.","47.03","$2.02B","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/swtx",
"FUND","Sprott Focus Trust, Inc.","5.95","$171.63M","n/a","Consumer Services","Miscellaneous","https://old.nasdaq.com/symbol/fund",
"SPT","Sprout Social, Inc","28.75","$1.45B","2019","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/spt",
"SFM","Sprouts Farmers Market, Inc.","23.555","$2.77B","2013","Consumer Services","Food Chains","https://old.nasdaq.com/symbol/sfm",
"SPSC","SPS Commerce, Inc.","72.51","$2.53B","2010","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/spsc",
"SRAX","SRAX, Inc.","2.035","$28.56M","n/a","Technology","Advertising","https://old.nasdaq.com/symbol/srax",
"SSNC","SS&C Technologies Holdings, Inc.","57.91","$14.86B","2010","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ssnc",
"SSRM","SSR Mining Inc.","18.33","$2.26B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/ssrm",
"STAA","STAAR Surgical Company","45.3","$2.06B","n/a","Health Care","Ophthalmic Goods","https://old.nasdaq.com/symbol/staa",
"SRAC","Stable Road Acquisition Corp.","9.8","$216.65M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/srac",
