"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"PZC","PIMCO California Municipal Income Fund III","10.05","$224.51M","2002","n/a","n/a","https://old.nasdaq.com/symbol/pzc",
"PCM","PIMCO Commercial Mortgage Securities Trust, Inc.","9.79","$113.73M","1993","n/a","n/a","https://old.nasdaq.com/symbol/pcm",
"PTY","Pimco Corporate & Income Opportunity Fund","15.67","$1.51B","2002","n/a","n/a","https://old.nasdaq.com/symbol/pty",
"PCN","Pimco Corporate & Income Stategy Fund","16.02","$637.47M","2001","n/a","n/a","https://old.nasdaq.com/symbol/pcn",
"PCI","PIMCO Dynamic Credit and Mortgage Income Fund","18.92","$2.69B","2013","n/a","n/a","https://old.nasdaq.com/symbol/pci",
"PDI","PIMCO Dynamic Income Fund","25.36","$1.5B","2012","n/a","n/a","https://old.nasdaq.com/symbol/pdi",
"NRGX","PIMCO Energy and Tactical Credit Opportunities Fund","7.87","$351.84M","2019","n/a","n/a","https://old.nasdaq.com/symbol/nrgx",
"PGP","Pimco Global Stocksplus & Income Fund","8.49","$93.11M","2005","n/a","n/a","https://old.nasdaq.com/symbol/pgp",
"PHK","Pimco High Income Fund","5.36","$708.12M","2003","n/a","n/a","https://old.nasdaq.com/symbol/phk",
"PKO","Pimco Income Opportunity Fund","22.3","$413.53M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pko",
"PFL","PIMCO Income Strategy Fund","9.87","$300.47M","2003","n/a","n/a","https://old.nasdaq.com/symbol/pfl",
"PFN","PIMCO Income Strategy Fund II","8.75","$612.52M","2004","n/a","n/a","https://old.nasdaq.com/symbol/pfn",
"PMF","PIMCO Municipal Income Fund","13.36","$345.25M","2001","n/a","n/a","https://old.nasdaq.com/symbol/pmf",
"PML","Pimco Municipal Income Fund II","13.25","$829.82M","2002","n/a","n/a","https://old.nasdaq.com/symbol/pml",
"PMX","PIMCO Municipal Income Fund III","11.31","$373.8M","2002","n/a","n/a","https://old.nasdaq.com/symbol/pmx",
"PNF","PIMCO New York Municipal Income Fund","11.28","$88.18M","2001","n/a","n/a","https://old.nasdaq.com/symbol/pnf",
"PNI","Pimco New York Municipal Income Fund II","10.42","$116.54M","2002","n/a","n/a","https://old.nasdaq.com/symbol/pni",
"PYN","PIMCO New York Municipal Income Fund III","8.925","$51.07M","2002","n/a","n/a","https://old.nasdaq.com/symbol/pyn",
"RCS","PIMCO Strategic Income Fund, Inc.","6.6","$289.32M","1994","n/a","n/a","https://old.nasdaq.com/symbol/rcs",
"PING","Ping Identity Holding Corp.","30.63","$2.45B","2019","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ping",
"PNW","Pinnacle West Capital Corporation","77.23","$8.69B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/pnw",
"PINS","Pinterest, Inc.","22.2","$13.02B","2019","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/pins",
"PHD","Pioneer Floating Rate Trust","9.7","$239.96M","2004","n/a","n/a","https://old.nasdaq.com/symbol/phd",
"PHT","Pioneer High Income Trust","7.56","$220.99M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pht",
"MAV","Pioneer Municipal High Income Advantage Trust","10.66","$254.76M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mav",
"MHI","Pioneer Municipal High Income Trust","11.59","$263.92M","2003","n/a","n/a","https://old.nasdaq.com/symbol/mhi",
"PXD","Pioneer Natural Resources Company","97.06","$15.94B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/pxd",
"PIPR","Piper Sandler Companies","62.89","$912.09M","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/pipr",
"PBI","Pitney Bowes Inc.","2.84","$490.26M","n/a","Miscellaneous","Office Equipment/Supplies/Services","https://old.nasdaq.com/symbol/pbi",
"PBI^B","Pitney Bowes Inc.","16.4293","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pbi^b",
"PIC","Pivotal Investment Corporation II","10.02","$288.08M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/pic",
"PIC.U","Pivotal Investment Corporation II","n/a","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/pic.u",
"PIC.WS","Pivotal Investment Corporation II","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pic.ws",
"PJT","PJT Partners Inc.","53.8","$2.08B","2015","Finance","Investment Managers","https://old.nasdaq.com/symbol/pjt",
"PAA","Plains All American Pipeline, L.P.","10.3","$7.5B","1998","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/paa",
"PAGP","Plains Group Holdings, L.P.","10.49","$1.93B","2013","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/pagp",
"PLNT","Planet Fitness, Inc.","69.02","$5.97B","2015","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/plnt",
"PLT","Plantronics, Inc.","14.98","$609.44M","1994","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/plt",
"AGS","PlayAGS, Inc.","4.71","$167.69M","2018","Consumer Durables","Miscellaneous manufacturing industries","https://old.nasdaq.com/symbol/ags",
"PHI","PLDT Inc.","24.48","$5.29B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/phi",
"PLYM","Plymouth Industrial REIT, Inc.","14.8","$219.59M","2017","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/plym",
"PNC","PNC Financial Services Group, Inc. (The)","114.94","$48.76B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/pnc",
"PNC^P","PNC Financial Services Group, Inc. (The)","26.33","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pnc^p",
"PNC^Q","PNC Financial Services Group, Inc. (The)","25.44","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pnc^q",
"PNM","PNM Resources, Inc. (Holding Co.)","39.3","$3.13B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/pnm",
"PII","Polaris Inc.","97.33","$5.96B","n/a","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/pii",
"POL","PolyOne Corporation","26.15","$2.39B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/pol",
"POR","Portland General Electric Company","45.07","$4.03B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/por",
"PKX","POSCO","38.86","$12.45B","1994","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/pkx",
"POST","Post Holdings, Inc.","89.85","$6.13B","2012","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/post",
"PSTL","Postal Realty Trust, Inc.","16.08","$87.16M","2019","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/pstl",
"PPG","PPG Industries, Inc.","104.76","$24.72B","n/a","Basic Industries","Paints/Coatings","https://old.nasdaq.com/symbol/ppg",
"PPX","PPL Capital Funding, Inc.","25.9","n/a","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/ppx",
"PPL","PPL Corporation","27.18","$20.89B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/ppl",
"PYS","PPlus Trust","15.87","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/pys",
"PYT","PPlus Trust","21.8877","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/pyt",
"PQG","PQ Group Holdings Inc.","13.02","$1.78B","2017","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/pqg",
"PDS","Precision Drilling Corporation","0.8233","$225.77M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/pds",
"APTS","Preferred Apartment Communities, Inc.","8.05","$383.06M","2011","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/apts",
"PBH","Prestige Consumer Healthcare Inc.","40.91","$2.05B","2005","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/pbh",
"PVG","Pretium Resources, Inc.","8.03","$1.49B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/pvg",
"PRI","Primerica, Inc.","118.1","$4.74B","2010","Finance","Life Insurance","https://old.nasdaq.com/symbol/pri",
"PRMW","Primo Water Corporation","13.33","$2.13B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/prmw",
"PGZ","Principal Real Estate Income Fund","12.8601","$88.73M","2013","n/a","n/a","https://old.nasdaq.com/symbol/pgz",
"PRIF^A","Priority Income Fund, Inc.","23.71","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/prif^a",
"PRIF^B","Priority Income Fund, Inc.","23.8","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/prif^b",
"PRIF^C","Priority Income Fund, Inc.","24.5","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/prif^c",
"PRIF^D","Priority Income Fund, Inc.","24.7","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/prif^d",
"PRIF^E","Priority Income Fund, Inc.","23.26","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/prif^e",
"PRIF^F","Priority Income Fund, Inc.","23.9","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/prif^f",
"PRA","ProAssurance Corporation","14.48","$779.67M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/pra",
"PG","Procter & Gamble Company (The)","118.13","$292.45B","n/a","Basic Industries","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/pg",
"PGR","Progressive Corporation (The)","80.43","$47.08B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/pgr",
"PLD","Prologis, Inc.","96.9","$71.57B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/pld",
"PUMP","ProPetro Holding Corp.","5.98","$602.65M","2017","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/pump",
"PRO","PROS Holdings, Inc.","43.27","$1.87B","2007","Technology","EDP Services","https://old.nasdaq.com/symbol/pro",
"PROS","ProSight Global, Inc.","9.5","$411.75M","2019","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/pros",
"PBB","Prospect Capital Corporation","24.8","n/a","2015","n/a","n/a","https://old.nasdaq.com/symbol/pbb",
"PBC","Prospect Capital Corporation","24.69","n/a","2018","n/a","n/a","https://old.nasdaq.com/symbol/pbc",
"PBY","Prospect Capital Corporation","24.16","$1.23B","2018","n/a","n/a","https://old.nasdaq.com/symbol/pby",
"PB","Prosperity Bancshares, Inc.","63.44","$5.88B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/pb",
"PRLB","Proto Labs, Inc.","116.66","$3.1B","2012","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/prlb",
"PFS","Provident Financial Services, Inc","13.85","$912.84M","2003","Finance","Savings Institutions","https://old.nasdaq.com/symbol/pfs",
"PJH","Prudential Financial, Inc.","25.59","n/a","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/pjh",
"PRH","Prudential Financial, Inc.","25.71","n/a","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/prh",
"PRS","Prudential Financial, Inc.","27","$919.66M","2018","Finance","Life Insurance","https://old.nasdaq.com/symbol/prs",
"PRU","Prudential Financial, Inc.","65.8","$25.99B","2001","Finance","Life Insurance","https://old.nasdaq.com/symbol/pru",
"PUK","Prudential Public Limited Company","29.89","$38.99B","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/puk",
"PUK^","Prudential Public Limited Company","26.17","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/puk^",
"PUK^A","Prudential Public Limited Company","26.73","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/puk^a",
"PSB","PS Business Parks, Inc.","137.19","$3.77B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/psb",
"PSB^W","PS Business Parks, Inc.","24.97","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psb^w",
"PSB^X","PS Business Parks, Inc.","24.97","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psb^x",
"PSB^Y","PS Business Parks, Inc.","25.02","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psb^y",
"PSB^Z","PS Business Parks, Inc.","24.2901","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psb^z",
"TLK","PT Telekomunikasi Indonesia, Tbk","22.13","$21.92B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tlk",
"PEG","Public Service Enterprise Group Incorporated","50.72","$25.65B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/peg",
"PSA","Public Storage","198.86","$34.76B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/psa",
"PSA^B","Public Storage","25.62","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/psa^b",
"PSA^C","Public Storage","25.434","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/psa^c",
"PSA^D","Public Storage","25.274","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/psa^d",
"PSA^E","Public Storage","25.1499","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/psa^e",
"PSA^F","Public Storage","25.81","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/psa^f",
"PSA^G","Public Storage","25.9191","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psa^g",
"PSA^H","Public Storage","27.191","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psa^h",
"PSA^I","Public Storage","25.42","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psa^i",
"PSA^J","Public Storage","25.18","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psa^j",
"PSA^K","Public Storage","25.25","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/psa^k",
"PSA^V.CL","Public Storage","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psa^v.cl",
"PSA^W","Public Storage","25.1","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psa^w",
"PSA^X","Public Storage","25.06","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psa^x",
"PHM","PulteGroup, Inc.","36.53","$9.8B","n/a","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/phm",
"PSTG","Pure Storage, Inc. ","17.34","$4.6B","2015","Technology","Electronic Components","https://old.nasdaq.com/symbol/pstg",
"PMM","Putnam Managed Municipal Income Trust","7.45","$366.61M","1989","n/a","n/a","https://old.nasdaq.com/symbol/pmm",
"PIM","Putnam Master Intermediate Income Trust","4.35","$222.68M","1988","n/a","n/a","https://old.nasdaq.com/symbol/pim",
"PMO","Putnam Municipal Opportunities Trust","12.91","$443.07M","1993","n/a","n/a","https://old.nasdaq.com/symbol/pmo",
"PPT","Putnam Premier Income Trust","5","$517.28M","1988","n/a","n/a","https://old.nasdaq.com/symbol/ppt",
"NEW","Puxin Limited","6.19","$538.72M","2018","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/new",
"PVH","PVH Corp.","52.57","$3.73B","n/a","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/pvh",
"PZN","Pzena Investment Management Inc","4.86","$347.24M","2007","Finance","Investment Managers","https://old.nasdaq.com/symbol/pzn",
"QTWO","Q2 Holdings, Inc.","80.18","$4.27B","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/qtwo",
"QEP","QEP Resources, Inc.","1.81","$438.35M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/qep",
"QGEN","Qiagen N.V.","42.77","$9.76B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/qgen",
"QTS","QTS Realty Trust, Inc.","63.06","$3.81B","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/qts",
"QTS^A","QTS Realty Trust, Inc.","26.105","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/qts^a",
"QTS^B","QTS Realty Trust, Inc.","141.4057","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/qts^b",
"QUAD","Quad Graphics, Inc","3.74","$201.11M","n/a","Miscellaneous","Publishing","https://old.nasdaq.com/symbol/quad",
"KWR","Quaker Chemical Corporation","180.23","$3.2B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/kwr",
"NX","Quanex Building Products Corporation","13.71","$449.71M","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/nx",
"PWR","Quanta Services, Inc.","38.76","$5.34B","n/a","Capital Goods","Engineering & Construction","https://old.nasdaq.com/symbol/pwr",
"QD","Qudian Inc.","1.64","$416.1M","2017","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/qd",
"DGX","Quest Diagnostics Incorporated","113.87","$15.23B","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/dgx",
"QES","Quintana Energy Services Inc.","1.295","$43.72M","2018","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/qes",
"QUOT","Quotient Technology Inc.","7.47","$671.92M","2014","Consumer Services","Advertising","https://old.nasdaq.com/symbol/quot",
"QVCC","QVC, Inc.","21.47","n/a","2019","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/qvcc",
"QVCD","QVC, Inc.","22.31","n/a","2018","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/qvcd",
"CTAA","Qwest Corporation","25.15","n/a","2016","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/ctaa",
"CTBB","Qwest Corporation","23.38","n/a","2016","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/ctbb",
"CTDD","Qwest Corporation","24.4","n/a","2017","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/ctdd",
"CTV","Qwest Corporation","25.43","n/a","2014","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/ctv",
"CTY","Qwest Corporation","22.52","n/a","2013","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/cty",
"CTZ","Qwest Corporation","23.67","n/a","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/ctz",
"RRD","R.R. Donnelley & Sons Company","1.28","$91.26M","n/a","Miscellaneous","Publishing","https://old.nasdaq.com/symbol/rrd",
"RMED","Ra Medical Systems, Inc.","0.6097","$21.11M","2018","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/rmed",
"RDN","Radian Group Inc.","16.41","$3.12B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/rdn",
"RFL","Rafael Holdings, Inc.","14.66","$231.89M","2018","Finance","Real Estate","https://old.nasdaq.com/symbol/rfl",
"RL","Ralph Lauren Corporation","76.42","$5.55B","1997","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/rl",
"RRC","Range Resources Corporation","6.88","$1.76B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/rrc",
"RNGR","Ranger Energy Services, Inc.","2.89","$44.34M","2017","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/rngr",
"PACK","Ranpak Holdings Corp","7.67","$543.52M","2018","Consumer Durables","Containers/Packaging","https://old.nasdaq.com/symbol/pack",
"PACK.WS","Ranpak Holdings Corp","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pack.ws",
"RJF","Raymond James Financial, Inc.","73.49","$10.07B","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/rjf",
"RYAM","Rayonier Advanced Materials Inc.","2.62","$165.72M","2014","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/ryam",
"RYN","Rayonier Inc.","24.63","$3.36B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ryn",
"RTX","Raytheon Technologies Corporation","67.82","$102.76B","n/a","Capital Goods","Aerospace","https://old.nasdaq.com/symbol/rtx",
"RMAX","RE/MAX Holdings, Inc.","33.45","$1.03B","2013","Finance","Real Estate","https://old.nasdaq.com/symbol/rmax",
"RC","Ready Capital Corporation","8.89","$487.51M","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/rc",
"RCA","Ready Capital Corporation","21.165","n/a","2017","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/rca",
"RCB","Ready Capital Corporation","18.55","n/a","2019","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/rcb",
"RCP","Ready Capital Corporation","23.9875","n/a","2018","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/rcp",
"RLGY","Realogy Holdings Corp.","7.62","$879.14M","2012","Finance","Real Estate","https://old.nasdaq.com/symbol/rlgy",
"O","Realty Income Corporation","63.16","$21.69B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/o",
"RLH","Red Lion Hotels Corporation","2.2","$55.75M","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/rlh",
"RWT","Redwood Trust, Inc.","7.32","$840.55M","1995","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/rwt",
"RBC","Regal Beloit Corporation","84.5","$3.42B","n/a","Consumer Durables","Metal Fabrications","https://old.nasdaq.com/symbol/rbc",
"RM","Regional Management Corp.","19.51","$218.1M","2012","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/rm",
"RF","Regions Financial Corporation","12.58","$12.07B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/rf",
"RF^A","Regions Financial Corporation","25.2","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rf^a",
"RF^B","Regions Financial Corporation","25","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rf^b",
"RF^C","Regions Financial Corporation","24.68","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rf^c",
"RGS","Regis Corporation","10.15","$361M","1991","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/rgs",
"RGA","Reinsurance Group of America, Incorporated","87.75","$6.03B","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/rga",
"RZA","Reinsurance Group of America, Incorporated","25.315","n/a","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/rza",
"RZB","Reinsurance Group of America, Incorporated","25.1","n/a","2016","Finance","Life Insurance","https://old.nasdaq.com/symbol/rzb",
"RS","Reliance Steel & Aluminum Co.","97.05","$6.18B","1994","Basic Industries","Metal Fabrications","https://old.nasdaq.com/symbol/rs",
"RELX","RELX PLC","23.67","$45.72B","2015","Consumer Services","Publishing","https://old.nasdaq.com/symbol/relx",
"RNR","RenaissanceRe Holdings Ltd.","184.59","$9.38B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/rnr",
"RNR^E","RenaissanceRe Holdings Ltd.","25","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rnr^e",
"RNR^F","RenaissanceRe Holdings Ltd.","26.2","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rnr^f",
"SOL","Renesola Ltd.","1.24","$59.62M","2008","Technology","Semiconductors","https://old.nasdaq.com/symbol/sol",
"RENN","Renren Inc.","4.01","$93.11M","2011","Technology","EDP Services","https://old.nasdaq.com/symbol/renn",
"RPLA","Replay Acquisition Corp.","10.05","$361.17M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/rpla",
"RPLA.U","Replay Acquisition Corp.","n/a","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/rpla.u",
"RPLA.WS","Replay Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rpla.ws",
"RSG","Republic Services, Inc.","82.77","$26.35B","1998","Public Utilities","Environmental Services","https://old.nasdaq.com/symbol/rsg",
"REZI","Resideo Technologies, Inc.","10.89","$1.34B","2018","Capital Goods","Wholesale Distributors","https://old.nasdaq.com/symbol/rezi",
"RMD","ResMed Inc.","168.99","$24.45B","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/rmd",
"RFP","Resolute Forest Products Inc.","2.14","$186.95M","n/a","Basic Industries","Paper","https://old.nasdaq.com/symbol/rfp",
"QSR","Restaurant Brands International Inc.","55.81","$16.75B","2014","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/qsr",
"RPAI","Retail Properties of America, Inc.","7.35","$1.57B","2012","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/rpai",
"RVI","Retail Value Inc.","13.14","$260.38M","2018","Finance","Real Estate","https://old.nasdaq.com/symbol/rvi",
"REVG","REV Group, Inc.","6.71","$425.46M","2017","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/revg",
"REV","Revlon, Inc.","10.49","$559.17M","1996","Consumer Non-Durables","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/rev",
"RVLV","Revolve Group, Inc.","16.1","$1.12B","2019","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/rvlv",
"REX","REX American Resources Corporation","70.18","$434.04M","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/rex",
"REXR","Rexford Industrial Realty, Inc.","42.72","$5.24B","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/rexr",
"REXR^A","Rexford Industrial Realty, Inc.","25.52","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rexr^a",
"REXR^B","Rexford Industrial Realty, Inc.","26.1","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rexr^b",
"REXR^C","Rexford Industrial Realty, Inc.","25.15","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rexr^c",
"RXN","Rexnord Corporation","30.07","$3.61B","2012","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/rxn",
"RH","RH","254.9","$4.92B","2012","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/rh",
"RNG","Ringcentral, Inc.","277.41","$24.38B","2013","Technology","EDP Services","https://old.nasdaq.com/symbol/rng",
"RIO","Rio Tinto Plc","57.45","$71.62B","2002","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/rio",
"RBA","Ritchie Bros. Auctioneers Incorporated","41.16","$4.46B","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/rba",
"RAD","Rite Aid Corporation","12.87","$704.03M","n/a","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/rad",
"RFM","RiverNorth Flexible Municipal Income Fund, Inc.","19.37","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/rfm",
"RMM","RiverNorth Managed Duration Municipal Income Fund, Inc.","17.58","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/rmm",
"RMI","RiverNorth Opportunistic Municipal Income Fund, Inc.","21.0136","$133.93M","2018","n/a","n/a","https://old.nasdaq.com/symbol/rmi",
"RIV","RiverNorth Opportunities Fund, Inc.","14.41","$134.51M","2015","n/a","n/a","https://old.nasdaq.com/symbol/riv",
"RMPL^","RiverNorth Specialty Finance Corporation","24.4162","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rmpl^",
"RSF","RiverNorth Specialty Finance Corporation","14.9999","$91.98M","2019","n/a","n/a","https://old.nasdaq.com/symbol/rsf",
"OPP","RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.","14.11","$188.86M","2016","n/a","n/a","https://old.nasdaq.com/symbol/opp",
